Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
 > Sub species 1","Common Name
 > Bi or Trinomial Name",Code1,Code2,Code3,,,,,,,,Original Order
Snake,Boa,,,Madagascar Ground Boa,Malagasy ground boa,Madagascar boa,Madagascar Ground Boa Malagasy ground boa Madagascar boa,Acrantophis madagascariensis,A.madagascariensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Sanziniinae,,Acrantophis,,madagascariensis,,,,Snake > Boa,Acrantophis > madagascariensis,"Madagascar Ground Boa
 > Acrantophis madagascariensis",SNBOA,MDGRB,,,,,,,,,221
Snake,Boa,,,Madagascar Tree Boa,,,Madagascar Tree Boa  ,Sanzinia madagascariensis,A.madagascariensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Sanziniinae,,Sanzinia,,madagascariensis,,,,Snake > Boa,Sanzinia > madagascariensis,"Madagascar Tree Boa
 > Sanzinia madagascariensis",SNBOA,MDTRB,,,,,,,,,222
Snake,Boa,,,Red-Tailed Boa Constrictor,,,Red-Tailed Boa Constrictor  ,Boa constrictor constrictor,B. constrictor constrictor,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,constrictor,,,Snake > Boa,"Boa > constrictor > 
 > constrictor","Red-Tailed Boa Constrictor
 > Boa constrictor constrictor",SNBOA,RTBOA,,,,,,,,,223
Snake,Boa,,,Common Boa Constrictor,Central American Boa,,Common Boa Constrictor Central American Boa ,Boa constrictor imperator,B. constrictor imperator,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,imperator,,,Snake > Boa,"Boa > constrictor > 
 > imperator","Common Boa Constrictor
 > Boa constrictor imperator",SNBOA,COBOA,,,,,,,,,224
Snake,Boa,,,Hog Island Boa Constrictor,,,Hog Island Boa Constrictor  ,Boa constrictor imperator,B. constrictor imperator,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,imperator,,,Snake > Boa,"Boa > constrictor > 
 > imperator","Hog Island Boa Constrictor
 > Boa constrictor imperator",SNBOA,HGBOA,,,,,,,,,225
Snake,Boa,,,Boa Constrictor ssp*,,,Boa Constrictor ssp*  ,Boa constrictor ssp.,B. constrictor constrictor,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,ssp.,,,Snake > Boa,"Boa > constrictor > 
 > ssp.","Boa Constrictor ssp*
 > Boa constrictor ssp.",SNBOA,OTBOA,,,,,,,,,226
Snake,Boa,,,Viper Boa,New Guinea Ground Boa,,Viper Boa New Guinea Ground Boa ,Candoia aspera,C.aspera,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Candoia,,aspera,,,,Snake > Boa,Candoia > aspera,"Viper Boa
 > Candoia aspera",SNBOA,VIBOA,,,,,,,,,227
Snake,Boa,,,Emerald Tree Boa,,,Emerald Tree Boa  ,Corallus caninus,C. caninus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,caninus,,,,Snake > Boa,Corallus > caninus,"Emerald Tree Boa
 > Corallus caninus",SNBOA,ETBOA,,,,,,,,,228
Snake,Boa,,,Emerald Tree Boa - Northern,,,Emerald Tree Boa - Northern  ,Corallus caninus,C. caninus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,caninus,,,,Snake > Boa,Corallus > caninus,"Emerald Tree Boa - Northern
 > Corallus caninus",SNBOA,ETBNO,,,,,,,,,229
Snake,Boa,,,Emerald Tree Boa - Amazon Basin,,,Emerald Tree Boa - Amazon Basin  ,Corallus batesii,C. batesii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,batesii,,,,Snake > Boa,Corallus > batesii,"Emerald Tree Boa - Amazon Basin
 > Corallus batesii",SNBOA,ETBAM,,,,,,,,,230
Snake,Boa,,,Amazon Tree Boa,,,Amazon Tree Boa  ,Corallus hortulana,C. hortulana,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,hortulana,,,,Snake > Boa,Corallus > hortulana,"Amazon Tree Boa
 > Corallus hortulana",SNBOA,ATBOA,,,,,,,,,231
Snake,Boa,,,Brazilian Rainbow Boa,,,Brazilian Rainbow Boa  ,Epicrates cenchria,E.cenchria,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Epicrates,,cenchria,,,,Snake > Boa,Epicrates > cenchria,"Brazilian Rainbow Boa
 > Epicrates cenchria",SNBOA,BRBOA,,,,,,,,,232
Snake,Boa,,,Columbian Rainbow boa,,,Columbian Rainbow boa  ,Epicrates maurus,E.maurus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Epicrates,,maurus,,,,Snake > Boa,Epicrates > maurus,"Columbian Rainbow boa
 > Epicrates maurus",SNBOA,CRBOA,,,,,,,,,233
Snake,Boa,,,Common Sand Boa,,,Common Sand Boa  ,Eryx sp.,,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Eryx,,Eryx sp.,,,,Snake > Boa,Eryx > Eryx sp.,"Common Sand Boa
 > Eryx sp.",SNBOA,CSBOA,,,,,,,,,234
Snake,Boa,,,Red Sand Boa,,,Red Sand Boa  ,Eryx jhonii,E.johnii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Eryx,,johnii,,,,Snake > Boa,Eryx > johnii,"Red Sand Boa
 > Eryx jhonii",SNBOA,RSNDB,,,,,,,,,235
Snake,Boa,,,Green Anaconda,,,Green Anaconda  ,Eunectes murinus,E.murinus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,murinus,,,,Snake > Boa,Eunectes > murinus,"Green Anaconda
 > Eunectes murinus",SNBOA,GRANA,,,,,,,,,236
Snake,Boa,,,Yellow Anaconda,Paraguayan Anaconda,,Yellow Anaconda Paraguayan Anaconda ,Eunectes notaeus,E. notaeus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,notaeus,,,,Snake > Boa,Eunectes > notaeus,"Yellow Anaconda
 > Eunectes notaeus",SNBOA,YEANA,,,,,,,,,237
Snake,Boa,,,Anaconda,,,Anaconda  ,Eunectes sp*,E. sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,sp*,,,,Snake > Boa,Eunectes > sp*,"Anaconda
 > Eunectes sp*",SNBOA,ANACO,,,,,,,,,238
Snake,Boa,,,Kenyan Sand Boa,,,Kenyan Sand Boa  ,Gongylophis colubrinus,G. colubrinus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Gongylophis,,colubrinus,,,,Snake > Boa,Gongylophis > colubrinus,"Kenyan Sand Boa
 > Gongylophis colubrinus",SNBOA,KESNB,,,,,,,,,239
Snake,Colubrid,,,Mangrove Cat Snake,,,Mangrove Cat Snake  ,Boiga dendrophila,B. dendrophila,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Boiga,,dendrophila,,,,Snake > Colubrid,Boiga > dendrophila,"Mangrove Cat Snake
 > Boiga dendrophila",SNCOL,MGCAT,,,,,,,,,240
Snake,Colubrid,,,Radiated Rat Snake,Copper headed Racer,Copper headed trinket snake,Radiated Rat Snake Copper headed Racer Copper headed trinket snake,Coelognathus radiatus,C. radiatus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Coelognathus,,radiatus,,,,Snake > Colubrid,Coelognathus > radiatus,"Radiated Rat Snake
 > Coelognathus radiatus",SNCOL,RARAT,,,,,,,,,241
Snake,Colubrid,,,Indian Trinket Snake,Trinket Snake,,Indian Trinket Snake Trinket Snake ,Coelognathus helena,C. helena,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Coelognathus,,radiatus,,,,Snake > Colubrid,Coelognathus > radiatus,"Indian Trinket Snake
 > Coelognathus helena",SNCOL,INTRK,,,,,,,,,242
Snake,Colubrid,,,Russian Rat Snake,Manchurian Black Racer / water snake,Amur rat snake,Russian Rat Snake Manchurian Black Racer / water snake Amur rat snake,Elaphe schrenckii,E. schrenckii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Elaphe,,schrenckii,,,,Snake > Colubrid,Elaphe > schrenckii,"Russian Rat Snake
 > Elaphe schrenckii",SNCOL,RURAT,,,,,,,,,243
Snake,Colubrid,,,Red-Tailed Racer,red-tailed green ratsnake,,Red-Tailed Racer red-tailed green ratsnake ,Gonyosoma oxycephalum,G. oxycephalum,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Gonyosoma,,oxycephalum,,,,Snake > Colubrid,Gonyosoma > oxycephalum,"Red-Tailed Racer
 > Gonyosoma oxycephalum",SNCOL,RTRCR,,,,,,,,,244
Snake,Colubrid,,,Rhino Ratsnake,Rhinoceros ratsnake,,Rhino Ratsnake Rhinoceros ratsnake ,Gonyosoma boulengeri,G. boulengeri,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Gonyosoma,,boulengeri,,,,Snake > Colubrid,Gonyosoma > boulengeri,"Rhino Ratsnake
 > Gonyosoma boulengeri",SNCOL,RHRAT,,,,,,,,,245
Snake,Colubrid,,,Hognose Snake,,,Hognose Snake  ,Heterodon sp*,H. sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,sp,,,,Snake > Colubrid,Heterodon > sp,"Hognose Snake
 > Heterodon sp*",SNCOL,HGNOS,,,,,,,,,246
Snake,Colubrid,,,Mexican hognose snake,,,Mexican hognose snake  ,Heterodon kennerlyi,H. kennerlyi,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,kennerlyi,,,,Snake > Colubrid,Heterodon > kennerlyi,"Mexican hognose snake
 > Heterodon kennerlyi",SNCOL,MXHNS,,,,,,,,,247
Snake,Colubrid,,,Gloyd's hognose snake,,,Gloyd's hognose snake  ,Heterodon nasicus gloydi,H. nasicus gloydi,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,nasicus,gloydi,,,Snake > Colubrid,"Heterodon > nasicus > 
 > gloydi","Gloyd's hognose snake
 > Heterodon nasicus gloydi",SNCOL,GLHNS,,,,,,,,,248
Snake,Colubrid,,,Western hognose snake,,,Western hognose snake  ,Heterodon nasicus,H. nasicus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,nasicus,,,,Snake > Colubrid,Heterodon > nasicus,"Western hognose snake
 > Heterodon nasicus",SNCOL,WSHNS,,,,,,,,,249
Snake,Colubrid,,,Eastern hognose snake,,,Eastern hognose snake  ,Heterodon platirhinos,H. platirhinos,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,platirhinos,,,,Snake > Colubrid,Heterodon > platirhinos,"Eastern hognose snake
 > Heterodon platirhinos",SNCOL,EAHNS,,,,,,,,,250
Snake,Colubrid,,,Southern hognose snake,,,Southern hognose snake  ,Heterodon simus,H. simus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,simus,,,,Snake > Colubrid,Heterodon > simus,"Southern hognose snake
 > Heterodon simus",SNCOL,SOHNS,,,,,,,,,251
Snake,Colubrid,,,Tricolour Hognose Snake,,,Tricolour Hognose Snake  ,Xenodon pulcher,X. pulcher,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Xenodon,,pulcher,,,,Snake > Colubrid,Xenodon > pulcher,"Tricolour Hognose Snake
 > Xenodon pulcher",SNCOL,TCHNS,,,,,,,,,252
Snake,Colubrid,,,California Kingsnake,,,California Kingsnake  ,Lampropeltis californiae,L.californiae,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,californiae,,,,Snake > Colubrid,Lampropeltis > californiae,"California Kingsnake
 > Lampropeltis californiae",SNCOL,CALKI,,,,,,,,,253
Snake,Colubrid,,,Speckled Kingsnake,,,Speckled Kingsnake  ,Lampropeltis holbrooki,L.californiae,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,holbrooki,,,,Snake > Colubrid,Lampropeltis > holbrooki,"Speckled Kingsnake
 > Lampropeltis holbrooki",SNCOL,SPKKI,,,,,,,,,254
Snake,Colubrid,,,Mexican Black Kingsnake,,,Mexican Black Kingsnake  ,Lampropeltis getula nigrita,L.getula nigrita,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,getula,nigrita,,,Snake > Colubrid,"Lampropeltis > getula > 
 > nigrita","Mexican Black Kingsnake
 > Lampropeltis getula nigrita",SNCOL,MBBKK,,,,,,,,,255
Snake,Colubrid,,,Gray-Banded Kingsnake,Davis Mountain Kingsnake,,Gray-Banded Kingsnake Davis Mountain Kingsnake ,Lampropeltis alterna,L. alterna,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,alterna,,,,Snake > Colubrid,Lampropeltis > alterna,"Gray-Banded Kingsnake
 > Lampropeltis alterna",SNCOL,GRBKI,,,,,,,,,256
Snake,Colubrid,,,Kingsnake,,,Kingsnake  ,Lampropeltis sp*,L.sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,sp*,,,,Snake > Colubrid,Lampropeltis > sp*,"Kingsnake
 > Lampropeltis sp*",SNCOL,KINGS,,,,,,,,,257
Snake,Colubrid,,,Milk Snake,,,Milk Snake  ,Lampropeltis triangulum sp*,L.triangulum sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lampropeltis,,triangulum,sp*,,,Snake > Colubrid,"Lampropeltis > triangulum > 
 > sp*","Milk Snake
 > Lampropeltis triangulum sp*",SNCOL,MILKS,,,,,,,,,258
Snake,Colubrid,,,Indian Wolf Snake,,,Indian Wolf Snake  ,Lycodon sp*,L.sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Lycodon,,sp*,,,,Snake > Colubrid,Lycodon > sp*,"Indian Wolf Snake
 > Lycodon sp*",SNCOL,INWWS,,,,,,,,,259
Snake,Colubrid,,,Commok Kukri Snake,Banded Kukri snake,,Commok Kukri Snake Banded Kukri snake ,Oligodon arnensis,O. arnensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Oligodon,,arnensis,,,,Snake > Colubrid,Oligodon > arnensis,"Commok Kukri Snake
 > Oligodon arnensis",SNCOL,CKUKS,,,,,,,,,260
Snake,Colubrid,,,Kukri Snake*,,,Kukri Snake*  ,Oligodon sp*,O. sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Oligodon,,,,,,Snake > Colubrid,Oligodon >,"Kukri Snake*
 > Oligodon sp*",SNCOL,KUKRI,,,,,,,,,261
Snake,Colubrid,,,Red Bamboo Rat Snake (coxi) ,Red mountain racer,Black-Banded trinket snake,Red Bamboo Rat Snake (coxi)  Red mountain racer Black-Banded trinket snake,Oreocryptophis porphyraceus coxi,O.p.coxi,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Oreocryptophis,,porphyraceus,coxi,,,Snake > Colubrid,"Oreocryptophis > porphyraceus > 
 > coxi","Red Bamboo Rat Snake (coxi) 
 > Oreocryptophis porphyraceus coxi",SNCOL,CXBMR,,,,,,,,,262
Snake,Colubrid,,,Red Bamboo Rat Snake (laticinctus) ,Red mountain racer,Black-Banded trinket snake,Red Bamboo Rat Snake (laticinctus)  Red mountain racer Black-Banded trinket snake,Oreocryptophis porphyraceus laticinctus,O.p.laticinctus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Oreocryptophis,,porphyraceus,laticinctus,,,Snake > Colubrid,"Oreocryptophis > porphyraceus > 
 > laticinctus","Red Bamboo Rat Snake (laticinctus) 
 > Oreocryptophis porphyraceus laticinctus",SNCOL,LTBMR,,,,,,,,,263
Snake,Colubrid,,,Red Bamboo Rat Snake (porphyraceus) ,Red mountain racer,Black-Banded trinket snake,Red Bamboo Rat Snake (porphyraceus)  Red mountain racer Black-Banded trinket snake,Oreocryptophis porphyraceus porphyraceus,O.p.porphyraceus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Oreocryptophis,,porphyraceus,porphyraceus,,,Snake > Colubrid,"Oreocryptophis > porphyraceus > 
 > porphyraceus","Red Bamboo Rat Snake (porphyraceus) 
 > Oreocryptophis porphyraceus porphyraceus",SNCOL,PRBMR,,,,,,,,,264
Snake,Colubrid,,,Red Bamboo Rat Snake (pulchra) ,Red mountain racer,Black-Banded trinket snake,Red Bamboo Rat Snake (pulchra)  Red mountain racer Black-Banded trinket snake,Oreocryptophis porphyraceus pulchra ,O.p.pulchra,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Oreocryptophis,,porphyraceus,pulchra,,,Snake > Colubrid,"Oreocryptophis > porphyraceus > 
 > pulchra","Red Bamboo Rat Snake (pulchra) 
 > Oreocryptophis porphyraceus pulchra",SNCOL,PLBMR,,,,,,,,,265
Snake,Colubrid,,,Red Bamboo Rat Snake (ssp*),Red mountain racer,Black-Banded trinket snake,Red Bamboo Rat Snake (ssp*) Red mountain racer Black-Banded trinket snake,Oreocryptophis porphyraceus ssp,O.porphyraceus ssp,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Oreocryptophis,,porphyraceus,ssp,,,Snake > Colubrid,"Oreocryptophis > porphyraceus > 
 > ssp","Red Bamboo Rat Snake (ssp*)
 > Oreocryptophis porphyraceus ssp",SNCOL,SPBMR,,,,,,,,,266
Snake,Colubrid,,,Corn Snake,,,Corn Snake  ,Pantherophis guttatus,P.guttatus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Pantherophis,,guttatus,,,,Snake > Colubrid,Pantherophis > guttatus,"Corn Snake
 > Pantherophis guttatus",SNCOL,CORNS,,,,,,,,,267
Snake,Colubrid,,,Texas Rat Snake,,,Texas Rat Snake  ,Pantherophis obsoletus lindheimeri,P. o. lindheimeri,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Pantherophis,,obsoletus,lindheimeri,,,Snake > Colubrid,"Pantherophis > obsoletus > 
 > lindheimeri","Texas Rat Snake
 > Pantherophis obsoletus lindheimeri",SNCOL,TXRAT,,,,,,,,,268
Snake,Colubrid,,,Rat Snake,,,Rat Snake  ,Pantherophis* * *,P.* *,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Pantherophis*,,*,*,,,Snake > Colubrid,"Pantherophis* > * > 
 > *","Rat Snake
 > Pantherophis* * *",SNCOL,RATSN,,,,,,,,,269
Snake,Colubrid,,,African House Snake,Brown House Snake,,African House Snake Brown House Snake ,Lamprophis fuliginosus,L.fuliginosus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Lamprophiidae,Lamprophiinae,,Lamprophis,,fuliginosus,,,,Snake > Colubrid,Lamprophis > fuliginosus,"African House Snake
 > Lamprophis fuliginosus",SNCOL,AFHSN,,,,,,,,,270
Snake,Colubrid,,,Indian Rat Snake,,,Indian Rat Snake  ,Ptyas mucosa,P. Mucosa,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,,,Ptyas,,Mucosa,,,,Snake > Colubrid,Ptyas > Mucosa,"Indian Rat Snake
 > Ptyas mucosa",SNCOL,INRAT,,,,,,,,,271
Snake,Elapid,,,Death Adder,,,Death Adder  ,Acanthophis sp,,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,Hydrophiinae,,Acanthophis,,sp*,,,,Snake > Elapid,Acanthophis > sp*,"Death Adder
 > Acanthophis sp",SNELA,DTHAD,,,,,,,,,272
Snake,Elapid,,,Red-Headed Krait,,,Red-Headed Krait  ,Bungarus flaviceps,,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,Elapinae,,Bungarus,,flaviceps,,,,Snake > Elapid,Bungarus > flaviceps,"Red-Headed Krait
 > Bungarus flaviceps",SNELA,RHKRT,,,,,,,,,273
Snake,Elapid,,,Black Mamba,,,Black Mamba  ,Dendroaspis polylepis,D. polylepis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Dendroaspis,,polylepis,,,,Snake > Elapid,Dendroaspis > polylepis,"Black Mamba
 > Dendroaspis polylepis",SNELA,BLMAM,,,,,,,,,274
Snake,Elapid,,,Monocled Cobra,,,Monocled Cobra  ,Naja kaouthia,N.kaouthia,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,,kaouthia,,,,Snake > Elapid,Naja > kaouthia,"Monocled Cobra
 > Naja kaouthia",SNELA,MONCO,,,,,,,,,275
Snake,Elapid,,,Monocled Cobra - Suphan,,,Monocled Cobra - Suphan  ,Naja kaouthia suphanensis,N.kaouthia suphanensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,,kaouthia,suphanensis,,,Snake > Elapid,"Naja > kaouthia > 
 > suphanensis","Monocled Cobra - Suphan
 > Naja kaouthia suphanensis",SNELA,SUMCO,,,,,,,,,276
Snake,Elapid,,,Forest Cobra,Black Cobra,Black and White-Lipped Cobra,Forest Cobra Black Cobra Black and White-Lipped Cobra,Naja melanoleuca,N. melanoleuca,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,Boulengerina,melanoleuca,,,,Snake > Elapid,Naja > melanoleuca,"Forest Cobra
 > Naja melanoleuca",SNELA,FORCO,,,,,,,,,277
Snake,Elapid,,,Spectacled Cobra,,,Spectacled Cobra  ,Naja naja,N.naja,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,,naja,,,,Snake > Elapid,Naja > naja,"Spectacled Cobra
 > Naja naja",SNELA,SPECO,,,,,,,,,278
Snake,Elapid,,,Cape Cobra,,,Cape Cobra  ,Naja nivea,N.nivea,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,,nivea,,,,Snake > Elapid,Naja > nivea,"Cape Cobra
 > Naja nivea",SNELA,CAPCO,,,,,,,,,279
Snake,Elapid,,,Red Spitting Cobra,Red head spitting cobra,,Red Spitting Cobra Red head spitting cobra ,Naja pallida,N. pallida,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,Afronaja,pallida,,,,Snake > Elapid,Naja > pallida,"Red Spitting Cobra
 > Naja pallida",SNELA,RDSPC,,,,,,,,,280
Snake,Elapid,,,Samar Spitting Cobra,,,Samar Spitting Cobra  ,Naja samarensis,N. samarensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,,samarensis,,,,Snake > Elapid,Naja > samarensis,"Samar Spitting Cobra
 > Naja samarensis",SNELA,SMSPC,,,,,,,,,281
Snake,Elapid,,,Indochinese Spitting Cobra,,,Indochinese Spitting Cobra  ,Naja siamensis,N. siamensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,Naja,,siamensis,,,,Snake > Elapid,Naja > siamensis,"Indochinese Spitting Cobra
 > Naja siamensis",SNELA,ICSPC,,,,,,,,,282
Snake,Elapid,,,King Cobra,,,King Cobra  ,Ophiophagus hannah,O. hannah,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,Elapinae,,Ophiophagus,,hannah,,,,Snake > Elapid,Ophiophagus > hannah,"King Cobra
 > Ophiophagus hannah",SNELA,KINGC,,,,,,,,,283
Snake,Elapid,,,Egyptian Spitting Cobra*,,,Egyptian Spitting Cobra*  ,*,,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Elapidae,,,,,,,,,Snake > Elapid,>,"Egyptian Spitting Cobra*
 > *",SNELA,EGSPC,,,,,,,,,284
Snake,Hybrid,,,Anaconda Hybrid (Green x Yellow Anaconda),,,Anaconda Hybrid (Green x Yellow Anaconda)  ,hybrid,*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Hybrid,*,,Hybrid,*,*,*,,,Snake > Hybrid,"Hybrid > * > 
 > *","Anaconda Hybrid (Green x Yellow Anaconda)
 > hybrid",SNHYB,ANACX,,,,,,,,,285
Snake,Hybrid,,,Bat Eater - (Burmese x Reticulated Python),,,Bat Eater - (Burmese x Reticulated Python)  ,hybrid,*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Hybrid,*,,Hybrid,*,*,*,,,Snake > Hybrid,"Hybrid > * > 
 > *","Bat Eater - (Burmese x Reticulated Python)
 > hybrid",SNHYB,BURMX,,,,,,,,,286
Snake,Hybrid,,,Carpondro Python (Carpet x Green Tree Python),,,Carpondro Python (Carpet x Green Tree Python)  ,hybrid,*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Hybrid,*,,Hybrid,*,*,*,,,Snake > Hybrid,"Hybrid > * > 
 > *","Carpondro Python (Carpet x Green Tree Python)
 > hybrid",SNHYB,CARPX,,,,,,,,,287
Snake,Hybrid,,,Kingsnake x Milk snake,,,Kingsnake x Milk snake  ,hybrid,*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Hybrid,*,,Hybrid,*,*,*,,,Snake > Hybrid,"Hybrid > * > 
 > *","Kingsnake x Milk snake
 > hybrid",SNHYB,KINGX,,,,,,,,,288
Snake,Python,,,Black-Headed Python,,,Black-Headed Python  ,Aspidites melanocephalus,A. melanocephalus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Aspidites,,melanocephalus,,,,Snake > Python,Aspidites > melanocephalus,"Black-Headed Python
 > Aspidites melanocephalus",SNPYT,BKHPY,,,,,,,,,289
Snake,Python,,,White Lipped Python,,,White Lipped Python  ,Leiopython albertisii,L.albertisii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Leiopython,,albertisii,,,,Snake > Python,Leiopython > albertisii,"White Lipped Python
 > Leiopython albertisii",SNPYT,WHLPY,,,,,,,,,290
Snake,Python,,,Savu Python,,,Savu Python  ,Liasis mackloti savuensis,L.mackloti savuensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Liasis,,mackloti,savuensis,,,Snake > Python,"Liasis > mackloti > 
 > savuensis","Savu Python
 > Liasis mackloti savuensis",SNPYT,SAVPY,,,,,,,,,291
Snake,Python,,,Reticulated Python,,,Reticulated Python  ,Malayopython reticulatus,M.reticulatus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Malayopython,,reticulatus,,,,Snake > Python,Malayopython > reticulatus,"Reticulated Python
 > Malayopython reticulatus",SNPYT,RETPY,,,,,,,,,292
